sentença,sentimento
A força de vontade é um dos meus maiores atributos.,1
Meu coração é cheio de amor e gratidão e isso me faz uma pessoa melhor.,1
Agradeço por sua amizade!,1
Recebi a visita de um amigo que não via há anos e foi uma alegria imensa.,1
Assisti a um jogo de futebol no estádio e vi meu time ganhar.,1
Adoro quando encontro um objeto que estava perdido há muito tempo.,1
Não consigo encontrar uma saída para essa escuridão.,0
Nada mais me traz felicidade.,0
Recebi uma carta de agradecimento por uma ação solidária que fiz e me senti grato(a) por poder ajudar alguém.,1
Não tenho coragem de mostrar meus sentimentos e me sinto solitário.,0
48. Não é fácil ter que lidar com a dor de uma traição.,0
Meu potencial é infinito.,1
Meus amigos sempre me abandonam,0
Eu me sinto inútil para a sociedade.,0
Tenho muito amor para dar e receber.,1
Estou muito feliz por ter saúde e poder aproveitar todas as oportunidades que a vida me dá.,1
Estou tão cansado de sempre ser o perdedor,0
Tudo em volta parece estar desmoronando.,0
Ajudei alguém a conquistar um objetivo importante.,1
Sinto-me livre para ser quem sou e isso é libertador.,1
A vida é cruel comigo,0
Fiz uma doação para uma instituição de caridade e me sinto bem em ajudar o próximo.,1
Você é a razão da minha felicidade e também do meu sorriso.,1
Meu time perdeu a final do campeonato e fiquei arrasado.,0
Reencontrei um amiga de infância e revivi ótimas lembranças.,1
Cultive o hábito de ser grato.,1
Minha internet caiu no meio da videochamada importante.,0
Eu sou livre para amar quem eu quiser.,1
Receber uma mensagem de texto carinhosa de alguém especial sempre me alegra o dia.,1
Meus colegas de trabalho me tratam mal,0
Recebi elogios pelo meu trabalho e isso me deixou muito feliz e satisfeito(a).,1
Estou decepcionado com a minha própria falta de coragem para seguir em frente.,0
O meu time perdeu de novo.,0
Amar e ser amado é a melhor coisa que existe.,1
Sou grato por cada oportunidade que a vida me dá.,1
Meu restaurante favorito mudou o cardápio e tirou meu prato preferido.,0
74. Não é fácil conviver com a culpa de ter feito algo de errado.,0
Não me sinto amado pelos meus pais.,0
Agradeço pelas oportunidades de aprendizado que encontro todos os dias.,1
Eu amo o amor.,1
Não tenho forças para continuar tentando,0
O sol está brilhando e o dia está maravilhoso!,1
Minha família é meu porto seguro e minha maior fonte de felicidade.,1
Sinto que estou perdendo o controle da minha vida.,0
É incrível quando encontro inspiração em uma obra de arte ou música.,1
Ver as flores desabrochando na primavera é um espetáculo para o coração.,1
Minha prova foi bem pior do que eu esperava.,0
"Com você, todos os sonhos se tornam possíveis.",1
Estou animado(a) para o final de semana porque vou visitar meus pais.,1
Eu vejo o lado bom das coisas.,1
Não consigo suportar mais essa rotina estressante e sem sentido.,0
Acredite em você mesmo e tudo será possível.,1
Não uma pessoa em quem eu possa confiar de verdade.,0
Sou grato por ter um trabalho que me desafia e realiza.,1
Nada faz sentido na minha vida,0
Eu estou sozinho no mundo.,0
Recebi flores do meu namorado só porque sim.,1
Não sou bom em nada e não tenho forças para mudar isso.,0
Estou muito grato por ter amigos que me acolhem e me fazem rir.,1
Não consigo encontrar um motivo para ser feliz.,0
O amor é a força mais poderosa do universo.,1
Recebi uma ligação de alguém que não falava há muito tempo.,1
Não há nada melhor do que dormir em uma cama confortável.,1
Recebi uma ligação de uma pessoa que admiro muito e fiquei animado.,1
Eu não consigo fazer nada direito,0
Me sinto invisível e sem importância para o mundo.,0
Sou amado e apreciado por muitas pessoas.,1
Concluí um projeto importante e me sinto realizada.,1
"A cada dia que passa, me sinto mais desanimado",0
Essa é mais uma noite em que não consigo dormir.,0
Eu estou com medo de ser rejeitado.,0
Tudo o que vejo é um futuro sombrio e sem perspectivas,0
Não suporto mais conviver com essa pessoa.,0
Tudo na minha vida é difícil,0
Essa notícia só me trouxe tristeza e preocupação.,0
Eu me sinto inspirado por pessoas que lutam pelos seus sonhos.,1
A vida é cheia de pequenos prazeres que me fazem feliz.,1
Sinto-me impotente diante dos meus problemas.,0
"Sinto que estou sempre no limite, prestes a explodir",0
Eu tenho muita sorte em ter amigos tão incríveis.,1
Estou sempre frustrado comigo mesmo.,0
Estou perto de alcançar um objetivo há muito tempo desejado.,1
Comemorar as conquistas de quem amo é uma alegria imensa.,1
Eu me sinto culpado pela minha família.,0
Agradeço pela oportunidade de crescer e evoluir como pessoa.,1
Nada parece estar sob meu controle,0
Meu coração está transbordando de amor.,1
Cada segundo é precioso quando estou com você.,1
Fiz uma surpresa para alguém especial e vi sua alegria.,1
Consegui fazer uma boa ação anonimamente e isso me encheu de felicidade.,1
Eu estou feliz por estar aqui.,1
Não mereço esse tratamento injusto e desrespeitoso.,0
Sinto que o universo conspira ao meu favor e nada pode me impedir de ser feliz.,1
Não consigo encontrar motivos para sorrir.,0
Sua presença torna tudo mais leve e agradável.,1
Meu prato preferido do restaurante estava em falta.,0
A persistência leva ao sucesso.,1
Adorei o café que tomei hoje de manhã.,1
A saudade é um sentimento que não diminui mesmo depois de tanto tempo.,0
Não consigo esquecer as coisas ruins que me aconteceram.,0
77. Me sinto um estranho em minha própria família.,0
Sinto-me perdido e sem rumo.,0
Estou cercado de pessoas positivas e inspiradoras.,1
O amor é o sentimento mais bonito e poderoso que existe.,1
Sou vítima de bullying no trabalho e não sei como denunciar sem sofrer consequências.,0
Admiro sua força de vontade!,1
Me sinto uma decepção para as pessoas que me amam.,0
A vida é um presente e eu agradeço por cada momento que vivo.,1
A sinceridade é um valor que prezo muito.,1
"Receber um elogio de alguém que admiro foi muito gratificante.""",1
Eu estou sempre aberto a novas experiências.,1
Não vejo nada para comemorar ou celebrar.,0
20. Nem sempre as pessoas que amamos são as que mais nos amam.,0
A cada dia encontro novas razões para sorrir e ser feliz.,1
Não consigo me perdoar pelos meus erros e fraquezas.,0
A vida é uma aventura maravilhosa.,1
Eu estou com raiva de mim mesmo.,0
Nada supre o vazio que sinto dentro de mim.,0
"Sinto que estou sempre sozinho, mesmo rodeado de pessoas",0
Eu estou tão feliz que eu te amo.,1
18. Nada parece ter sentido quando você perde alguém que ama.,0
Agradeço pelo carinho e amor que recebo dos meus familiares e amigos.,1
Agradeço a cada segundo que tenho ao seu lado.,1
Não consigo enxergar um futuro melhor.,0
Faça o que ama e ame o que faz.,1
"Posso não ter tudo que quero, mas tenho tudo que preciso para ser feliz.",1
Você é muito especial para mim!,1
Que alegria em poder compartilhar minha vida com você!,1
Como é bom poder desfrutar da companhia de pessoas tão positivas.,1
A sua irradia com felicidade é contagiosa!,1
O sorriso das crianças é a coisa mais linda do mundo.,1
Sinto que ninguém se importa com meus problemas.,0
Fui elogiado por minha capacidade de liderança.,1
Eu sou um bom filho/filha.,1
O mundo é um lugar cruel e sem piedade.,0
34. Não é fácil superar o fim de um relacionamento quando você ainda ama a pessoa.,0
Eu me sinto rejeitado.,0
A magia que envolve nossa amizade é incomparável.,1
"Nada dá certo na minha vida, tudo é sempre um fracasso.",0
Estou feliz e realizado com tudo que conquistei até hoje.,1
É horrível ter que acordar cedo todos os dias.,0
Não há nada de bom que aconteça comigo.,0
Seu sorriso é a minha maior fonte de alegria e inspiração.,1
Meu chefe me deu uma bronca na frente de todos.,0
Não tenho ninguém para desabafar.,0
Eu me sinto perdido em mim mesmo.,0
"A vida é uma aventura emocionante, cheia de possibilidades e novas descobertas.",1
Eu amo a vida.,1
Estou tão cansado de sempre ser o azarado,0
"Eu adoro o meu trabalho, é muito gratificante.",1
Eu estou tão feliz que você nasceu.,1
Hoje é o meu aniversário e estou rodeado de pessoas queridas.,1
Você é um amigo sem igual!,1
Não consigo lidar com minhas emoções,0
Tenho medo de falhar e decepcionar aqueles que amo.,0
Experimentei uma comida típica de outro país e amei.,1
A vida é muito difícil.,0
Recebi a notícia de que vou ser avó pela primeira vez.,1
Meu coração está partido e não sei se irei me recuperar.,0
As crianças do bairro fizeram um desfile de fantasias e foi muito fofo.,1
Meu coração está em paz e sou grato por todas as coisas boas que acontecem em minha vida.,1
Eu estou cheio de esperança.,1
O amor que sinto por você é infinito!,1
Não tenho um lugar que chamo de lar.,0
"Não tenho forças para mais nada, é como se eu estivesse vazio por dentro.",0
Me sinto um completo desastre.,0
A sensação de que nada vai dar certo na vida é um peso que carrego todos os dias.,0
Adoro quando encontro uma música que fala exatamente o que estou sentindo.,1
O dia está lindo hoje.,1
Fui passar o final de semana na praia e choveu o tempo todo.,0
Não sei mais em quem confiar.,0
Minha família é disfuncional e não sei como lidar com isso.,0
A felicidade está em compartilhar momentos especiais com quem amamos.,1
Me sinto um erro e não mereço ser amado.,0
É maravilhoso quando consigo ajudar alguém a superar um problema pessoal.,1
Não tenho mais esperanças de que algo bom aconteça na minha vida.,0
Me sinto inútil.,0
Recebi um elogio sobre ser uma boa pessoa e me senti emocionado.,1
Sinto que nunca serei bom o suficiente.,0
Não consigo dormir bem há semanas por causa da preocupação constante com meu futuro.,0
Tudo está caindo aos pedaços na minha vida,0
Nada pode me parar.,1
Não sou bom o bastante para conseguir um emprego decente.,0
Eu estou chateado.,0
"Mais uma vez, tudo acabou em decepção.",0
Não consigo escapar dessa sensação de desamparo e fracasso,0
Não suporto esperar na fila.,0
Que prazer poder compartilhar a vida com pessoas tão especiais.,1
Uma boa risada é o melhor remédio.,1
Me sinto um completo fracasso em todas as áreas da minha vida.,0
Recebi mais uma multa de trânsito.,0
Eu sou feliz por estar aqui.,1
Ter um dia produtivo me deixa com uma sensação de dever cumprido.,1
A natureza me traz paz e tranquilidade.,1
Só recebo críticas e cobranças.,0
Não há nada que eu não faria por você.,1
Eu sou um ser de alegria.,1
Sorrio para a vida e a vida sorri de volta para mim.,1
"A cada desafio, descubro o quão forte e resiliente sou.",1
Essa sensação de não ter valor é algo que me destrói por dentro.,0
"Cada dia é uma página em branco, escreva uma boa história.",1
Estou cercado de pessoas positivas e isso me faz bem.,1
As coisas sempre dão errado para mim.,0
"Meu sanduíche veio com maionese, mesmo eu pedindo sem.",0
Não ter amigos para contar nos momentos difíceis é uma das piores sensações que existem.,0
"Estou chateado com a hipocrisia das pessoas, não aguento mais tanta falsidade.",0
Nunca me senti tão confiante e motivado como agora.,1
Minha família é meu maior tesouro.,1
Tenho uma família abençoada.,1
Sinto que minha vida é um desperdício.,0
Parece que o mundo inteiro está contra mim,0
Sinto que não pertenço a lugar algum,0
Não consigo encontrar um propósito para minha existência.,0
72. Acho que nunca vou ser bom o suficiente para alcançar meus sonhos.,0
Minhas conquistas são motivo de orgulho.,1
Não entendo por que sempre sou o último da fila para as oportunidades.,0
Estou sempre estressado,0
Eu sou orgulhoso de ser quem eu sou.,1
Não estou conseguindo suportar essa situação.,0
Não consigo superar meus traumas e decepções do passado,0
A solidão é como um buraco negro que me suga cada vez mais para dentro dele.,0
Sinto que estou sempre em desvantagem em relação aos outros,0
"Meu cantor favorito vai fazer um show na minha cidade, mal posso esperar!",1
Recebi um abraço do meu animal de estimação e me senti amado.,1
56. É triste ver que as pessoas não conseguem enxergar além das aparências.,0
Consegui resolver um conflito com um familiar e me sinto em paz.,1
As pessoas ao meu redor são incríveis.,1
As pessoas são capazes de grandes coisas.,1
Sou grato por ter pessoas que me apoiam e me incentivam.,1
Estou orgulhoso(a) dos meus filhos por tudo que conquistaram.,1
Eu não aguento mais,0
Sempre sou o último da turma.,0
Eu me sinto inadequado para a sociedade.,0
Eu estou tão feliz que eu te conheci.,1
"Sou capaz de conquistar tudo que eu quero, basta acreditar em mim mesmo.",1
"A felicidade não está em ter, mas sim em ser e agradeço por ser quem sou.",1
Não há palavras que possam expressar o quanto você é importante para mim.,1
Comprei um produto defeituoso e a loja não quer fazer a troca.,0
Estou profundamente magoado com o descaso e a indiferença de algumas pessoas.,0
Recebi um agradecimento por um bom trabalho que fiz.,1
Fazer o bem ao próximo é uma sensação incrível.,1
Agradeço por ter um lar cheio de amor e harmonia.,1
Recebi um elogio do meu chefe pelo meu trabalho.,1
O otimismo é a chave para enxergar a vida sempre com bons olhos.,1
A vida é uma caixinha de surpresas e eu adoro isso.,1
Você é uma pessoa iluminada!,1
Nada parece me motivar ou me inspirar,0
Eu sou uma pessoa de fé.,1
Ganhei um elogio de um desconhecido na rua.,1
Experimentei um prato novo que virou meu preferido.,1
Voltei a conversar com um amigo antigo.,1
Não sei o que fazer para melhorar.,0
Consegui juntar dinheiro suficiente para viajar nas férias e estou ansiosa pela experiência.,1
"Não sei como lidar com essa dor, tudo que eu mais queria era a pessoa que se foi.",0
Adorei o novo filme que acabei de assistir.,1
Não existe nada melhor do que viajar.,1
Recebi uma cesta de frutas de um cliente satisfeito e fiquei com o coração quentinho.,1
Me sinto preso em um relacionamento abusivo.,0
Sinto-me impotente diante dos problemas.,0
Não há mais nada que eu possa fazer.,0
Minha mãe preparou uma comida deliciosa e me sinto abençoado(a) por tê-la na minha vida.,1
A gratidão transforma momentos comuns em bênçãos.,1
Eu tenho gratidão pelo meu corpo e minha saúde.,1
Não tenho mais forças para seguir em frente.,0
Minha família nunca demonstra afeto e isso me deixa mal.,0
Não tenho as palavras certas para descrever minha infelicidade,0
Você é sempre bem-vindo em minha vida!,1
Fazer o bem ao próximo é uma fonte de felicidade.,1
Faço o bem sem olhar a quem e isso me traz uma paz infinita.,1
Recebi uma promoção em um curso que estava fazendo.,1
Estou com um problema de saúde e os remédios são muito caros.,0
Recebi uma mensagem de uma pessoa querida que não falava há tempos e me senti emocionado.,1
Eu sou um ser de amor.,1
19. É decepcionante ver que as pessoas são capazes de fazer qualquer coisa por dinheiro.,0
"Não vejo mais sentido em continuar lutando, parece que tudo está contra mim.",0
Meu relacionamento está se deteriorando e não sei como consertá-lo.,0
Não vou conseguir superar essa dor.,0
Fui escolhido de bode expiatório em uma situação que eu não tinha nada a ver.,0
Não consigo encontrar forças para seguir em frente.,0
Você é um exemplo de bondade e amor!,1
Eu me sinto perdido na vida.,0
Sinto que meu destino é sempre sofrer.,0
Recebi uma ligação de emprego que estava esperando e me senti empolgado.,1
A gratidão é o sentimento que mais transborda em meu coração.,1
Você é uma pessoa maravilhosa e generosa!,1
Aprendi algo novo hoje e estou empolgado para colocar em prática.,1
Eu não consigo confiar em mim mesmo,0
Não aguento mais essa sensação de estar preso em uma vida que não é minha.,0
Obrigada por trazer tanta felicidade para a minha vida.,1
2. É doloroso ter que lidar com pessoas que não se importam com o bem-estar dos outros.,0
A amizade é um dos maiores tesouros da vida.,1
Meus sonhos estão se tornando realidade.,1
Eu sou único e isso me torna especial.,1
Encontrei um velho amigo que não via há anos e foi uma alegria imensa.,1
O amor é a resposta para todas as perguntas.,1
Minha família e amigos são a fonte do meu sorriso diário.,1
Não consigo controlar minhas emoções,0
O medo do fracasso é uma sombra que me acompanha em todos os momentos.,0
Estou sempre estressado,0
Sempre encontro motivos para agradecer e ser feliz.,1
Não consigo me desligar do trabalho e acabo levando problemas para casa.,0
Eu amo curtir um dia de sol na praia.,1
É incrível quando a vida me presenteia com um momento inesquecível.,1
Não sei mais o que é felicidade.,0
Não vejo um futuro promissor para mim.,0
Eu estou fazendo algo que amo.,1
Acredito no poder do otimismo e da positividade para criar uma vida melhor.,1
Me sinto excluído(a) e rejeitado(a) pela sociedade.,0
Acho incrível como uma simples conversa pode me ajudar a ver as coisas de uma forma diferente.,1
Sinto-me sozinho o tempo todo,0
Não consigo superar o término de um relacionamento.,0
Não sou valorizado no trabalho.,0
58. Me sinto cansado de sempre ter que fingir estar feliz para não preocupar as pessoas.,0
Tudo tem um lado positivo.,1
Estou muito animado para participar de um evento ou festival que eu estava esperando há meses.,1
Adoro quando chega o final do dia e posso relaxar no sofá.,1
Estou chateado comigo mesmo por não ter conseguido alcançar meus objetivos.,0
"32. Sempre que penso que estou indo bem, algo acontece e me faz duvidar de mim mesmo.",0
Recebi um presente com uma nota de agradecimento.,1
Recebi um elogio no trabalho e me sinto valorizada.,1
"Me decepcionei muito com essa amizade, não esperava isso dela.",0
É maravilhoso receber um abraço apertado em um momento de tristeza.,1
Nada supera a sensação de estar apaixonado e ser correspondido.,1
Tenho certeza de que não há pessoa mais incrível do que você.,1
"Não sou feliz, mas também não sei como mudar isso.",0
Encontrei dinheiro perdido no bolso e pude comprar algo que queria.,1
Eu estou ansioso por algo me destruir.,0
Às vezes gostaria de poder mudar tudo e começar do zero.,0
Eu amo a dança.,1
Não aguento mais ouvir as mesmas desculpas.,0
A vida é cheia de momentos mágicos e inesquecíveis.,1
Eu estou animado para o que o futuro reserva.,1
35. Me sinto um estranho no meu próprio corpo e não sei como me encaixar.,0
A paciência é a chave para superar qualquer desafio.,1
Agradeço pelo sol que aquece minha pele e me deixa com uma sensação de paz.,1
Meu voo foi cancelado.,0
A felicidade é um estado de espírito e eu escolho ser feliz.,1
Não vejo uma saída para essa tempestade de sentimentos negativos.,0
"A música da minha banda favorita é simplesmente incrível, não consigo parar de ouvir e cantar junto.",1
Todos os meus sonhos parecem distantes e inalcançáveis.,0
Eu não estou pronto para morrer.,0
Eu não tenho ninguém para me apoiar.,0
33. É difícil acreditar em um futuro melhor quando o presente é tão doloroso.,0
Recebi uma mensagem de amor de alguém especial.,1
Você é a pessoa mais bondosa que conheço.,1
Estou sempre em busca de evolução e isso me traz satisfação,1
Me sinto sozinho mesmo rodeado de pessoas.,0
Não tenho nenhuma perspectiva de futuro.,0
Eu não consigo relaxar.,0
Hoje é um bom dia para ter um bom dia.,1
Minha vida é tão sem graça que parece um filme em preto e branco.,0
Estou com problemas financeiros e não tenho ninguém para me ajudar.,0
Meu carro foi guinchado por estar estacionado em local proibido.,0
Recebi uma ligação da minha melhor amiga que mora longe.,1
A vida é cheia de surpresas maravilhosas.,1
Eu me sinto culpado por mim mesmo.,0
Minha vida perdeu todo o sentido desde que você se foi,0
Sinto como se fosse um peso morto na vida de outras pessoas.,0
Não sei como superar a perda de alguém que amo.,0
Comprei um presente para mim mesma e adorei.,1
A simplicidade é a chave para a felicidade.,1
A felicidade é uma escolha que eu faço todos os dias.,1
Amo meu lar e minha família.,1
Meus amigos estão sempre ocupados para mim.,0
Meus sonhos estão se realizando e isso me enche de alegria.,1
Não tenho a liberdade para ser quem eu realmente sou.,0
Tudo está dando errado e não sei o que fazer.,0
A vida é uma jornada de aprendizado e evolução constante.,1
Meu caminho é guiado pela positividade e pelo otimismo.,1
Eu me sinto desvalorizado pela sociedade.,0
A vida é muito boa para mim.,1
Tenho muito orgulho de mim e de tudo que conquistei.,1
Eu sou grato por tudo o que tenho.,1
Eu sou luz e ilumino o mundo com meu bom humor e positividade.,1
Eu sou grato por poder acordar todos os dias e construir minha história.,1
Sinto que estou afundando em um mar de tristeza e não consigo encontrar uma saída.,0
Não gosto da pessoa que me tornei.,0
11. É como se uma nuvem negra estivesse sempre pairando sobre mim.,0
É como se eu não tivesse controle sobre nada.,0
Meu computador travou e eu perdi todo o meu trabalho.,0
Tudo que eu faço parece dar errado.,0
Sinto que ninguém se importa comigo de verdade.,0
A vida está sendo muito dura comigo.,0
Não sou digno de amor,0
Não tenho sorte em nada.,0
Receber um sorriso de alguém que eu amo sempre me faz sentir amado.,1
Eu sou livre para ser feliz.,1
Todos os dias são uma oportunidade de ser e fazer o bem.,1
Não tenho sorte no amor,0
Hoje me dei o dia de folga para descansar e estou aproveitando cada minuto.,1
Minha bateria acabou e perdi o prazo para entregar o trabalho.,0
Não há palavras suficientes para expressar o quanto você é importante para mim.,1
Não vejo perspectiva de melhora ou mudança em minha vida,0
Eu não consigo lidar com isso.,0
Nada dá certo para mim.,0
Recebi uma doação surpresa e meu coração transborda de gratidão.,1
Esse tempo frio só me deixa mais triste e desanimado.,0
Ter a oportunidade de viajar para lugares diferentes é uma experiência enriquecedora.,1
Cansei de sempre ser a segunda opção.,0
Receber um elogio inesperado sempre me deixa com um sorriso no rosto.,1
A felicidade é um estado de espírito e eu escolho mantê-lo sempre.,1
Me sinto confiante e motivado em alcançar meus objetivos.,1
A felicidade é um estado de espírito e eu escolho mantê-lo sempre.,1
"28. O amor é uma droga, só traz sofrimento e decepções.",0
Não vejo sentido em continuar.,0
Eu estou com medo do desconhecido.,0
Te desejo um ótimo dia!,1
Tive que sacrificar meus sonhos e ambições por causa das expectativas da minha família.,0
Tenho pessoas que me inspiram e motivam a ser melhor.,1
"A felicidade não tem preço, está presente em todas as coisas simples da vida.",1
Não é fácil lidar com a rejeição e sinto que ela nunca vai me abandonar.,0
Recebi um agradecimento de alguém a quem ajudei.,1
Recebi um abraço apertado da minha mãe.,1
Sinto-me um inútil.,0
"Ser elogiado pelo meu chefe me motiva a continuar me esforçando ainda mais.""",1
Eu sou grato por todas as pessoas que passaram pela minha vida.,1
Só chove nos meus dias de folga.,0
Tudo fica melhor com um sorriso no rosto.,1
Nada parece ter graça ou alegria,0
Estou me sentindo completamente desamparado.,0
Nunca duvide do poder do seu sorriso.,1
Sinto que não tenho controle sobre minha própria vida.,0
Não aguento mais essa sensação de solidão e vazio.,0
Fui voluntário em uma ação social e me senti grato por poder ajudar.,1
Eu me sinto inadequado para a sociedade.,0
Não há uma única pessoa que me entenda.,0
Não tenho esperanças de mudar meu destino.,0
Tive um dia cheio de surpresas agradáveis.,1
"Estou animado com a viagem que planejei com minha família.""",1
O futuro é brilhante.,1
"Com tantas bençãos, só posso sorrir e agradecer.",1
Me sinto um fracasso total.,0
"Recebi um elogio no trabalho, me sinto valorizado e motivado.",1
"73. Me sinto vazio e sem rumo, sem saber qual é o sentido da minha vida.",0
Estou rodeado de amor e carinho.,1
Não há nada de bom nesse mundo.,0
"A cada dia, aprendo algo novo e me sinto mais realizado.",1
Estou rodeada de pessoas incríveis e isso me faz muito feliz.,1
Não me sinto atraente ou desejável.,0
Não consigo encontrar felicidade em coisas simples.,0
Eu me sinto rejeitado pelo mundo.,0
Cada conquista é uma vitória e me enche de orgulho.,1
Fui presenteado com um dia cheio de boas notícias.,1
Não consigo perdoar a mim mesmo(a) pelos meus erros.,0
Eu estou com medo de morrer.,0
Sinto que todos me julgam e não tenho como me defender.,0
"Perceber o quanto amadureci e evoluí me deixa muito contente.""",1
"O amor nos faz mais forte e alegre, e com você ao meu lado, sinto isso ainda mais.",1
"66. Me sinto um fracasso como filho, irmão, amigo e pessoa.",0
Não consigo achar beleza ou significado em nada.,0
Eu me sinto desvalorizado pela sociedade.,0
Me sinto um fracasso em comparação aos meus irmãos.,0
Me sinto um fracasso por não ter sucesso profissional.,0
Surpreendi alguém com um gesto de amor e carinho.,1
Perdi meu guarda-chuva em um dia de chuva.,0
Não consigo me livrar da sensação de vazio dentro de mim.,0
Conte sempre comigo!,1
Eu estou incrivelmente feliz hoje!,1
Minha vida é um caos e não enxergo uma saída.,0
Nunca fui bom o suficiente para ninguém,0
"A vida é cheia de momentos preciosos, aproveite cada um deles.",1
Não posso confiar em ninguém.,0
Estou orgulhoso do meu desempenho e do trabalho que tenho feito.,1
Minha vida é tão estressante que nunca consigo descansar de verdade.,0
A dor é constante e insuportável.,0
Sinto que não tenho controle sobre minha própria vida.,0
Um novo dia é sempre uma nova chance para ser feliz.,1
Sou grato por tudo o que tenho.,1
Adoro minha rotina.,1
Seu otimismo me contagia!,1
Adoro quando recebo um elogio inesperado de um colega de trabalho.,1
A felicidade é um estado de espírito e eu escolho ser feliz todos os dias.,1
61. Sinto que nunca vou ser bom o suficiente para ser amado.,0
A solidão está acabando comigo,0
Os desafios me tornam mais forte e me levam a lugares incríveis.,1
Tenho muita sorte na vida.,1
45. Não é fácil enfrentar a vida quando se tem uma doença crônica.,0
Sou grato pelas risadas compartilhadas com amigos e familiares.,1
Me sinto insatisfeito com tudo na minha vida.,0
Eu me sinto inútil para minha família.,0
Descobri que um(a) amigo me considera um(a) modelo a ser seguido e me senti honrado.,1
Tudo o que toco parece desmoronar,0
Acredito que não tenho nenhum talento.,0
Sinto-me abençoado por tudo que tenho.,1
Não tenho ninguém para comemorar minhas vitórias,0
Nem tudo que reluz é ouro e a minha vida é a prova disso.,0
Eu sou um ser de beleza.,1
60. A solidão é a pior companhia.,0
"Me sinto como um fantasma, sem vida ou propósito",0
Cada amanhecer é uma nova chance de recomeçar.,1
"A felicidade não está nas coisas, mas sim nas pessoas e nos momentos que compartilhamos com elas.",1
O mundo é um lugar cruel e injusto.,0
Sou grata por ter saúde para aproveitar a vida da melhor forma.,1
Agradeço por ter uma mente saudável e positiva.,1
Eu valorizo as pequenas vitórias da vida.,1
Não tenho motivos para continuar lutando.,0
Ter um parceiro que me entende e apoia é motivo de felicidade.,1
Você é muito engraçado.,1
Nada parece dar certo na minha vida amorosa.,0
Meu cachorro comeu meu sapato favorito.,0
Nada me traz paz ou consolo.,0
"Ver meu time do coração ganhar uma partida importante me deixa eufórico.""",1
Fui aprovado em um processo seletivo importante.,1
Sou grato por tudo que tenho e sou.,1
Não consigo perdoar a mim mesmo pelos erros que cometi.,0
A vida é mais bonita com você ao meu lado!,1
Recebi um aumento no salário e isso me deixa motivado(a) para trabalhar ainda mais.,1
Sinto-me desamparado.,0
Amo a pessoa que me tornei e estou sempre em evolução.,1
Eu adoro ver o pôr do sol na praia.,1
Aprender a lidar com as próprias emoções é uma das chaves para a felicidade.,1
Não há esperança para mim.,0
Não tenho mais coragem para sonhar.,0
Eu amo quando encontro alguém que compartilha os mesmos interesses que eu.,1
"Todos ao meu redor parecem estar prosperando, menos eu.",0
Sinto-me um fracasso total,0
Não tenho mais esperança de que as coisas vão melhorar.,0
Não consigo mais me enxergar como alguém feliz e isso me assusta muito.,0
Recebi uma proposta de emprego na área que sempre quis atuar e estou pulando de alegria. ,1
Ganhei um bolo de chocolate caseiro da minha vizinha.,1
Eu me divirto com meus amigos nos fins de semana.,1
"Tenho meus sonhos e metas traçados e a cada passo, me sinto mais perto de alcançá-los.",1
Ter a oportunidade de ajudar alguém é uma sensação muito gratificante.,1
A vida é injusta e cruel.,0
Eu me sinto culpado pela sociedade.,0
Que bom poder contar com a amizade verdadeira e sincera.,1
Você é muito bonito.,1
Eu estou zangado.,0
Acredito que ninguém se importa comigo.,0
"Hoje o sol está brilhando, isso me deixa com uma sensação de paz e alegria.",1
Fico feliz só de pensar em você!,1
"Fazer uma boa ação sem esperar nada em troca é uma sensação maravilhosa.""",1
95. É angustiante ver que o mundo está cada vez mais desumano e egoísta.,0
Sou capaz de conquistar tudo o que quero.,1
97. Não é fácil seguir em frente quando você ainda ama alguém que não te ama mais.,0
Eu sou um ser de luz.,1
Não consigo me livrar da ansiedade.,0
"A vida é cheia de desafios, mas superar cada um deles é uma vitória.",1
Estou cansado de ser rejeitado.,0
A alegria é contagiante e gosto de espalhá-la por onde passo.,1
Me sinto sufocado pela tristeza.,0
"Não suporto mais a pressão para ser igual aos outros, sou quem sou.",0
Eu te amo.,1
Minha mente está sobrecarregada.,0
Me sinto um fracasso como namorado(a).,0
Meu chefe elogiou meu visual novo.,1
Eu me sinto feliz quando ajudo alguém a atingir seus objetivos.,1
Não encontro nenhum motivo para sorrir.,0
Eu me sinto arrependido pela sociedade.,0
Sou grato por ter um trabalho que me realiza e me traz crescimento.,1
Pintei um quadro e fiquei surpreso com o resultado.,1
Eu me sinto culpado.,0
A felicidade é um estado de espírito que eu escolho cultivar todos os dias.,1
Sinto-me grato por ter saúde e bem-estar em minha vida.,1
Recebi uma mensagem de agradecimento pela ajuda que dei a uma amiga e isso me deixou emocionado(a).,1
Estou tão cansado de sempre ser deixado para trás,0
Meus colegas de trabalho me deixam de fora das decisões importantes.,0
Não tenho mais esperanças de encontrar minha felicidade.,0
A felicidade é um estado de espírito que eu escolho todos os dias.,1
Minha flor favorita acabou de florescer no meu jardim.,1
Sinto que todo mundo está me julgando e me achando inadequado,0
Sou grato por ter amigos tão incríveis ao meu lado.,1
Minha vida é um caos.,0
A felicidade é contagiosa e eu escolho espalhá-la por onde passo.,1
Acredito no seu potencial!,1
Não ter mais sonhos e esperanças me faz pensar se ainda vale a pena lutar.,0
Estou rodeada de coisas boas e isso me faz muito feliz.,1
